sn,name ,price
1201,Mint,105.00
1202,Mint,105.00
1203,Mint,105.00
1204,Mint,105.00
1205,Mint,105.00
1206,Mint,105.00
1207,Mint,105.00
1208,Mint,105.00
1209,Mint,105.00
1210,Mint,105.00
1211,Mint,105.00
1212,Mint,105.00
1213,Mint,105.00
1214,Mint,105.00
1215,Mint,105.00
1216,Mint,105.00
1217,Mint,105.00
1218,Mint,105.00
1219,Mint,105.00
1220,Mint,105.00
1221,Mint,105.00
1222,Mint,105.00
1223,Mint,105.00
1224,Mint,105.00
1225,Mint,105.00
1226,Mint,105.00
1227,Mint,105.00
1228,Mint,105.00
1229,Mint,105.00
1230,Mint,105.00
1231,Mint,105.00
1232,Mint,105.00
1233,Mint,105.00
1234,Mint,105.00
1235,Mint,105.00
1236,Mint,105.00
1237,Mint,105.00
1238,Mint,105.00
1239,Mint,105.00
1240,Mint,105.00
1241,Mint,105.00
1242,Mint,105.00
1243,Mint,105.00
1244,Mint,105.00
1245,Mint,105.00
1246,Mint,105.00
1247,Mint,105.00
1248,Mint,105.00
1249,Mint,105.00
1250,Mint,105.00
1251,Mint,105.00
1252,Mint,105.00
1253,Mint,105.00
1254,Mint,105.00
1255,Mint,105.00
1256,Mint,105.00
1257,Mint,105.00
1258,Mint,105.00
1259,Mint,105.00
1260,Mint,105.00
1261,Mint,105.00
1262,Mint,105.00
1263,Mint,105.00
1264,Mint,105.00
1265,Mint,105.00
1266,Mint,105.00
1267,Mint,105.00
1268,Mint,105.00
1269,Mint,105.00
1270,Mint,105.00
1271,Mint,105.00
1272,Mint,105.00
1273,Mint,105.00
1274,Mint,105.00
1275,Mint,105.00
1276,Mint,105.00
1277,Mint,105.00
1278,Mint,105.00
1279,Mint,105.00
1280,Mint,105.00
1281,Mint,105.00
1282,Mint,105.00
1283,Mint,105.00
1284,Mint,105.00
1285,Mint,105.00
1286,Mint,105.00
1287,Mint,105.00
1288,Mint,105.00
1289,Mint,105.00
1290,Mint,105.00
1291,Mint,105.00
1292,Mint,105.00
1293,Mint,105.00
1294,Mint,105.00
1295,Mint,105.00
1296,Mint,105.00
1297,Mint,105.00
1298,Mint,105.00
1299,Mint,105.00
1300,Mint,105.00
1301,Mint,105.00
1302,Mint,105.00
1303,Mint,105.00
1304,Mint,105.00
1305,Mint,105.00
1306,Mint,105.00
1307,Mint,105.00
1308,Mint,105.00
1309,Mint,105.00
1310,Mint,105.00
1311,Mint,105.00
1312,Mint,105.00
1313,Mint,105.00
1314,Mint,105.00
1315,Mint,105.00
1316,Mint,105.00
1317,Mint,105.00
1318,Mint,105.00
1319,Mint,105.00
1320,Mint,105.00
1321,Mint,105.00
1322,Mint,105.00
1323,Mint,105.00
1324,Mint,105.00
1325,Mint,105.00
1326,Mint,105.00
1327,Mint,105.00
1328,Mint,75.00
1329,Mint,105.00
1330,Mint,105.00
1331,Mint,105.00
1332,Mint,105.00
1333,Mint,105.00
1334,Mint,105.00
1335,Mint,105.00
1336,Mint,105.00
1337,Mint,105.00
1338,Mint,125.00
1339,Mint,125.00
1340,Mint,125.00
1341,Mint,125.00
1342,Mint,125.00
1343,Mint,125.00
1344,Mint,125.00
1345,Mint,125.00
1346,Mint,125.00
1347,Mint,125.00
1348,Mint,125.00
1349,Mint,125.00
1350,Mint,125.00
1351,Mint,125.00
1352,Mint,125.00
1353,Mint,125.00
1354,Mint,125.00
1355,Mint,125.00
1356,Mint,125.00
1357,Mint,125.00
1358,Mint,125.00
1359,Mint,125.00
1360,Mint,125.00
